FIPS,County
01073,Jefferson County
09170,
06019,Fresno County
13121,Fulton County
25025,Suffolk County
17031,Cook County
55079,Milwaukee County
12011,Broward County
06001,Alameda County
06037,Los Angeles County
06037,Los Angeles County
06037,Los Angeles County
25013,Hampden County
,
17179,Tazewell County
53047,Okanogan County
15001,Hawaii County
48113,Dallas County
12031,Duval County
51059,Fairfax County
17031,Cook County
04013,Maricopa County
06019,Fresno County
17097,Lake County
25009,Essex County
36087,Rockland County
51087,Henrico County
25023,Plymouth County
24027,Howard County
17167,Sangamon County
18097,Marion County
28049,Hinds County
22051,Jefferson Parish
04013,Maricopa County
22063,Livingston Parish
06037,Los Angeles County
25025,Suffolk County
26165,Wexford County
55079,Milwaukee County
27053,Hennepin County
27123,Ramsey County
24031,Montgomery County
37183,Wake County
36061,New York County
48439,Tarrant County
17097,Lake County
36047,Kings County
06001,Alameda County
41017,Deschutes County
06111,Ventura County
42003,Allegheny County
06001,Alameda County
24033,Prince George
36113,Warren County
51770,Roanoke city
29510,St. Louis city
06013,Contra Costa County
12086,
27139,Scott County
06037,Los Angeles County
06037,Los Angeles County
08093,Park County
04013,Maricopa County
47037,Davidson County
49035,Salt Lake County
49035,Salt Lake County
36087,Rockland County
53073,Whatcom County
53015,Cowlitz County
17097,Lake County
06019,Fresno County
09140,
09140,
12105,Polk County
22077,Pointe Coupee Parish
29121,Macon County
29161,Phelps County
38099,Walsh County
36061,New York County
39049,Franklin County
41051,Multnomah County
72021,
47003,Bedford County
47167,Tipton County
51029,Buckingham County
53035,Kitsap County
53073,Whatcom County
02164,Lake and Peninsula Borough
02110,Juneau Borough
02170,Matanuska-Susitna Borough
02290,Yukon-Koyukuk Census Area
04009,Graham County
04007,Gila County
04001,Apache County
06011,Colusa County
06065,Riverside County
06023,Humboldt County
06045,Mendocino County
32007,Elko County
20085,Jackson County
20013,Brown County
27071,Koochiching County
27049,Goodhue County
27007,Beltrami County
35043,Sandoval County
46121,Todd County
53007,Chelan County
56013,Fremont County
56025,Natrona County
30045,Judith Basin County
30029,Flathead County
56025,Natrona County
08029,Delta County
08107,Routt County
56025,Natrona County
04007,Gila County
04007,Gila County
04007,Gila County
35019,Guadalupe County
30063,Missoula County
49031,Piute County
06019,Fresno County
06035,Lassen County
06019,Fresno County
06019,Fresno County
06109,Tuolumne County
06019,Fresno County
06019,Fresno County
06019,Fresno County
06091,Sierra County
06107,Tulare County
06075,San Francisco County
06077,San Joaquin County
41017,Deschutes County
53065,Stevens County
41029,Jackson County
41029,Jackson County
41047,Marion County
41017,Deschutes County
41019,Douglas County
41017,Deschutes County
41025,Harney County
13091,Dodge County
05103,Ouachita County
02020,Anchorage Borough
02070,Dillingham Census Area
02164,Lake and Peninsula Borough
06053,Monterey County
51029,Buckingham County
,
15003,Honolulu County
22109,Terrebonne Parish
22071,Orleans Parish
22071,Orleans Parish
23021,Piscataquis County
27137,St. Louis County
55039,Fond du Lac County
34029,Ocean County
39035,Cuyahoga County
44005,Newport County
53007,Chelan County
53033,King County
78030,
02050,Bethel Census Area
02020,Anchorage Borough
02290,Yukon-Koyukuk Census Area
06049,Modoc County
06065,Riverside County
06073,San Diego County
02158,
,
46041,Dewey County
02105,
02020,Anchorage Borough
40125,Pottawatomie County
41017,Deschutes County
41071,Yamhill County
41065,Wasco County
06015,Del Norte County
06019,Fresno County
06097,Sonoma County
,
06033,Lake County
,
06023,Humboldt County
06073,San Diego County
02185,North Slope Borough
04015,Mohave County
53051,Pend Oreille County
02180,Nome Census Area
46085,Lyman County
06019,Fresno County
55039,Fond du Lac County
06073,San Diego County
,
27021,Cass County
28123,Scott County
06019,Fresno County
06065,Riverside County
53033,King County
02185,North Slope Borough
,
,
02185,North Slope Borough
,
02180,Nome Census Area
53057,Skagit County
02122,Kenai Peninsula Borough
04001,Apache County
,
,
,
02180,Nome Census Area
,
31041,Custer County
02198,
06027,Inyo County
40117,Pawnee County
06089,Shasta County
35043,Sandoval County
35043,Sandoval County
32031,Washoe County
06065,Riverside County
,
04009,Graham County
,
55041,Forest County
08067,La Plata County
46031,Corson County
53035,Kitsap County
02158,
,
51029,Buckingham County
46085,Lyman County
35031,McKinley County
02020,Anchorage Borough
02020,Anchorage Borough
,
06065,Riverside County
,
,
02110,Juneau Borough
,
02180,Nome Census Area
40081,Lincoln County
,
,
02050,Bethel Census Area
02164,Lake and Peninsula Borough
02180,Nome Census Area
02180,Nome Census Area
,
,
06019,Fresno County
,
,
23019,Penobscot County
53009,Clallam County
,
06073,San Diego County
27139,Scott County
55041,Forest County
08067,La Plata County
,
02158,
,
04025,Yavapai County
06007,Butte County
06011,Colusa County
02110,Juneau Borough
,
06073,San Diego County
02185,North Slope Borough
40081,Lincoln County
40015,Caddo County
,
06065,Riverside County
02185,North Slope Borough
,
02188,Northwest Arctic Borough
02050,Bethel Census Area
02185,North Slope Borough
02158,
06045,Mendocino County
06031,Kings County
02158,
,
08069,Larimer County
17179,Tazewell County
35019,Guadalupe County
48399,Runnels County
26165,Wexford County
21067,Fayette County
51029,Buckingham County
06065,Riverside County
08069,Larimer County
54061,Monongalia County
35053,Socorro County
17179,Tazewell County
48041,Brazos County
40027,Cleveland County
26161,Washtenaw County
06081,San Mateo County
08093,Park County
08093,Park County
48399,Runnels County
48491,Williamson County
42071,Lancaster County
12105,Polk County
35053,Socorro County
48201,Harris County
48399,Runnels County
48399,Runnels County
08093,Park County
41017,Deschutes County
56025,Natrona County
48113,Dallas County
25017,Middlesex County
06037,Los Angeles County
48201,Harris County
48201,Harris County
06097,Sonoma County
17179,Tazewell County
40027,Cleveland County
42027,Centre County
36061,New York County
48453,Travis County
17179,Tazewell County
48453,Travis County
08069,Larimer County
01047,Dallas County
05145,White County
05145,White County
05145,White County
04007,Gila County
04007,Gila County
06019,Fresno County
06019,Fresno County
06019,Fresno County
06019,Fresno County
06019,Fresno County
,
,
08093,Park County
09140,
12073,Leon County
12057,Hillsborough County
12105,Polk County
13091,Dodge County
15001,Hawaii County
,
66010,
19127,Marshall County
12071,Lee County
16037,Custer County
16037,Custer County
,
,
17179,Tazewell County
,
21151,Madison County
21151,Madison County
25017,Middlesex County
25017,Middlesex County
23021,Piscataquis County
23021,Piscataquis County
26161,Washtenaw County
27123,Ramsey County
27053,Hennepin County
27097,Morrison County
20209,Wyandotte County
47157,Shelby County
37037,Chatham County
28123,Scott County
28123,Scott County
30045,Judith Basin County
,
37101,Johnston County
37183,Wake County
37037,Chatham County
31041,Custer County
31109,Lancaster County
31041,Custer County
31109,Lancaster County
,
33013,Merrimack County
34029,Ocean County
04001,Apache County
,
39089,Licking County
20105,Lincoln County
21151,Madison County
40125,Pottawatomie County
41017,Deschutes County
41029,Jackson County
41017,Deschutes County
41025,Harney County
41017,Deschutes County
42043,Dauphin County
24001,Allegany County
,
44009,Washington County
46109,Roberts County
46085,Lyman County
46085,Lyman County
46085,Lyman County
46085,Lyman County
56025,Natrona County
47081,Hickman County
47003,Bedford County
47157,Shelby County
48399,Runnels County
48399,Runnels County
40143,Tulsa County
49035,Salt Lake County
24003,Anne Arundel County
53073,Whatcom County
55079,Milwaukee County
27021,Cass County
54061,Monongalia County
56039,Teton County
56025,Natrona County
